[ 2025-01-25 15:18:39,172 ] 18 root - INFO - Initiate the data ingestion
[ 2025-01-25 15:18:51,985 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-01-25 15:18:51,986 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-01-25 15:18:51,989 ] 75 root - INFO - Exporting train and test file path.
[ 2025-01-25 15:18:52,240 ] 84 root - INFO - Exported train and test file path.
[ 2025-01-25 15:18:52,241 ] 20 root - INFO - Data ingestion succeeded
[ 2025-01-25 15:18:52,248 ] 23 root - INFO - Initiate Data validation
[ 2025-01-25 15:18:52,834 ] 34 root - INFO - Required number of columns: 2
[ 2025-01-25 15:18:52,834 ] 35 root - INFO - Data frame has columns: 31
[ 2025-01-25 15:18:52,835 ] 34 root - INFO - Required number of columns: 2
[ 2025-01-25 15:18:52,835 ] 35 root - INFO - Data frame has columns: 31
[ 2025-01-25 15:18:53,857 ] 26 root - INFO - Data Validation succeeded
[ 2025-01-25 15:18:53,857 ] 28 root - INFO - data transformation started
[ 2025-01-25 15:18:53,857 ] 41 root - INFO - Starting data transformation
