[ 2025-01-25 14:58:08,901 ] 18 root - INFO - Initiate the data ingestion
[ 2025-01-25 14:58:22,355 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-01-25 14:58:22,356 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-01-25 14:58:22,359 ] 75 root - INFO - Exporting train and test file path.
[ 2025-01-25 14:58:22,550 ] 84 root - INFO - Exported train and test file path.
[ 2025-01-25 14:58:22,550 ] 20 root - INFO - Data ingestion succeeded
[ 2025-01-25 14:58:22,555 ] 23 root - INFO - Initiate Data validation
[ 2025-01-25 14:58:22,694 ] 34 root - INFO - Required number of columns: 2
[ 2025-01-25 14:58:22,695 ] 35 root - INFO - Data frame has columns: 31
[ 2025-01-25 14:58:22,696 ] 34 root - INFO - Required number of columns: 2
[ 2025-01-25 14:58:22,696 ] 35 root - INFO - Data frame has columns: 31
[ 2025-01-25 14:58:23,033 ] 26 root - INFO - Data Validation succeeded
[ 2025-01-25 14:58:23,034 ] 28 root - INFO - data transformation started
[ 2025-01-25 14:58:23,034 ] 41 root - INFO - Starting data transformation
